Probability,Id
0.9261066968880645,1
0.9480189372111163,2
0.9867696429097188,3
0.9327174092177379,4
0.8907475266494247,5
0.9713355607439504,6
0.9592059427838215,7
0.9709075930149166,8
0.9950123612180893,9
0.5395153637060128,10
0.9893072977465445,11
0.9861679154429103,12
0.9895813796024664,13
0.9552455167327369,14
0.9420318876439739,15
0.9801239678268927,16
0.9689348707365004,17
0.9874366845542453,18
0.7979786526435073,19
0.9231386368170685,20
0.9901238725793566,21
0.9858913148841909,22
0.9930971244331935,23
0.45004403835002127,24
0.9363358255894443,25
0.9867743818695373,26
0.91023839708042,27
0.9905193655770836,28
0.9427863869302306,29
0.9816959065869315,30
0.941665031145768,31
0.9918365927433321,32
0.9870331191641976,33
0.9463484802192423,34
0.6161117113933545,35
0.9528084442190586,36
0.97005671811504,37
0.9880895009072128,38
0.9880782339523442,39
0.9471054019818236,40
0.6768246525420237,41
0.7436391065626415,42
0.9191079545041712,43
0.9919495453159217,44
0.9575414724075939,45
0.9941438489611919,46
0.9941852406866086,47
0.9820631666824677,48
0.9826521804527738,49
0.9675882115456477,50
0.9820816826070955,51
0.9865653080487601,52
0.9909467085747629,53
0.9575802288270701,54
0.9822748663051788,55
0.9254641078140848,56
0.992195212673352,57
0.8959518791027221,58
0.9190603954351071,59
0.9360410538619663,60
0.97773190234036,61
0.9905617413397872,62
0.9827430660179686,63
0.991165639405077,64
0.9866058514801748,65
0.9814579474545678,66
0.9873508146784192,67
0.8392298685277239,68
0.9925892800498024,69
0.3974434912767856,70
0.9819921720183645,71
0.889413413691486,72
0.9912598168826675,73
0.8412280535378045,74
0.9850319580561725,75
0.9675008026899269,76
0.9225927992186408,77
0.9692866767774702,78
0.9845799966724306,79
0.9821983845407478,80
0.9877879966226608,81
0.9848907307941926,82
0.9656979881393561,83
0.9907984523050786,84
0.9823800516751223,85
0.9870260114620725,86
0.9466231452171309,87
0.9894826935001102,88
0.9728669484897204,89
0.9749481832489749,90
0.944529994481797,91
0.9875902074022694,92
0.9884425348981849,93
0.9863703330119411,94
0.9924822719957586,95
0.8989567459472171,96
0.9663889729231551,97
0.920872526316095,98
0.989502271397636,99
0.9859141600781411,100
0.9399424506320356,101
0.9283030986975129,102
0.9926500023469932,103
0.9385618877779754,104
0.9479679834140722,105
0.9800285091207802,106
0.6510538327510902,107
0.986837472330344,108
0.9911144107695415,109
0.9841192544213039,110
0.9817320469729423,111
0.9722298084442925,112
0.9801822188841806,113
0.5521054235579224,114
0.9173585765102336,115
0.9891741332348679,116
0.9950364980648398,117
0.9266716012157458,118
0.9879606832320766,119
0.9913454608806626,120
0.9884535475387473,121
0.9423309278710669,122
0.9857006695172065,123
0.517784042942274,124
0.990291408727684,125
0.9841765089306631,126
0.9912352550877552,127
0.9867282821972091,128
0.9938882846054174,129
0.9418572569835113,130
0.9719199779929806,131
0.9274430581741987,132
0.9922722035012649,133
0.9252852422185437,134
0.863319207841448,135
0.9917109788286597,136
0.7931566311469896,137
0.9624837939365624,138
0.9912136426790142,139
0.9844710389271589,140
0.9932621151877112,141
0.9879268548446718,142
0.9940680682409446,143
0.9856953460838087,144
0.6586977086874569,145
0.9893653300956609,146
0.9934204033024003,147
0.9037477732211499,148
0.9929394124576838,149
0.9539422569366632,150
0.9928506573045079,151
0.987618727968845,152
0.9915393326810036,153
0.986975556277327,154
0.9852975239945981,155
0.9834464787476319,156
0.9450807718567731,157
0.9925482429030856,158
0.9078093506217948,159
0.9832029840873081,160
0.9938270081695582,161
0.9875808818968675,162
0.983675903062777,163
0.948300647033907,164
0.989769555894034,165
0.9795223844996835,166
0.41209412641626875,167
0.9776577838156923,168
0.8256039417934129,169
0.9901766872352594,170
0.9932621151877112,171
0.9853074020585852,172
0.9832990249177606,173
0.9536958125633668,174
0.9856436788384703,175
0.6495035791321913,176
0.9859884606554794,177
0.9279276487197168,178
0.9876029392349637,179
0.9886919472384197,180
0.9630472040633007,181
0.9906216732578368,182
0.9771568553906788,183
0.986679699253305,184
0.8744797769288336,185
0.9885669087520557,186
0.9898979301429791,187
0.9653420651564472,188
0.9418322613597615,189
0.9832485679988617,190
0.9871653727817324,191
0.9579223681235355,192
0.984767960385998,193
0.9499621787622259,194
0.989950381578962,195
0.9669815790952516,196
0.9919441105280802,197
0.9906636206471617,198
0.9905050057660922,199
0.9931689989275666,200
0.9278175967640834,201
0.9770383945117588,202
0.6590621469574316,203
0.957457272023591,204
0.9857537267112834,205
0.9913433921434732,206
0.9825663941295655,207
0.9942603791298879,208
0.9320184152896686,209
0.9930073229412507,210
0.909201911853844,211
0.976296918458053,212
0.987341698469795,213
0.9924288951028442,214
0.9806850765801267,215
0.9344331155691177,216
0.9896701411559544,217
0.9224515594508506,218
0.9848809832843053,219
0.9933789794097783,220
0.9849209367786387,221
0.9902382910627322,222
0.9853709490701141,223
0.9892087631833304,224
0.9887794429632527,225
0.9249201290831515,226
0.989398270446899,227
0.9355718278213896,228
0.9226101626652237,229
0.524489094435706,230
0.6805097287681867,231
0.9869926237747662,232
0.9878167535064141,233
0.9841728263809562,234
0.9940970881261532,235
0.8075688664347722,236
0.9242151251863898,237
0.9934824102175065,238
0.9818340876635079,239
0.9858187200901173,240
0.9513785018216889,241
0.9898541612670846,242
0.9916786442465705,243
0.9747959458626293,244
0.9232321457272945,245
0.9882446898627775,246
0.9659114324042393,247
0.9932197628679069,248
0.9830816337536344,249
0.7296561651254151,250
0.9735443925958506,251
0.7417393335639578,252
0.9933165875150806,253
0.905705781422894,254
0.9942978959099084,255
0.9905547262618907,256
0.9667016527002538,257
0.8355467664316907,258
0.9556379034920246,259
