Probability,Id
0.9230299763132386,1
0.9510000063612917,2
0.9853959350348007,3
0.9264368725206019,4
0.8699513720773414,5
0.9660408996898492,6
0.9387310165993664,7
0.9495876987166703,8
0.99609978938588,9
0.48223876347475275,10
0.9911484765310223,11
0.9771843355350812,12
0.9869524506222223,13
0.9547830227701658,14
0.9423560763022608,15
0.9796211083940114,16
0.973540968099499,17
0.9872727870161507,18
0.7698771363896545,19
0.910958664521443,20
0.9920222735986858,21
0.9893026911676236,22
0.9944904602673258,23
0.47510623905843774,24
0.917405023774983,25
0.9812245386455731,26
0.9008005805588517,27
0.9953688268562928,28
0.9535508738386683,29
0.9741147139681138,30
0.9529719610546035,31
0.9939683855410929,32
0.9874194689522925,33
0.9401581960697643,34
0.6943062649758052,35
0.9308346828939752,36
0.9606895038866177,37
0.9839265342656636,38
0.9905354695146206,39
0.9372299206152543,40
0.8076792928892634,41
0.7288850439925915,42
0.8942101107275913,43
0.9933480029379268,44
0.9527659145967992,45
0.9978626903329462,46
0.9990421934561438,47
0.9837820459469537,48
0.9833121820420544,49
0.9696104684397724,50
0.9866640890144731,51
0.9808368096351913,52
0.9951982573102045,53
0.9647892166489423,54
0.977652355733028,55
0.9186582362949883,56
0.9950973836795387,57
0.8833445617674646,58
0.9141281465134251,59
0.9107798103631884,60
0.9693410845642378,61
0.9925410264493667,62
0.975694846896683,63
0.9911715616727076,64
0.9838005419737432,65
0.9835918927722893,66
0.9868718093628607,67
0.8483804654443067,68
0.9963153479557587,69
0.4085459962875455,70
0.9864891431089673,71
0.8324054825093374,72
0.9937793122703205,73
0.7898381348094251,74
0.9896202498730844,75
0.9535076042736443,76
0.9079807634894194,77
0.9528211809413694,78
0.9744289247473813,79
0.9779242083920131,80
0.9900792726578231,81
0.9858291920761778,82
0.9606112342858785,83
0.9923228414609369,84
0.9798086130818916,85
0.9900126694671849,86
0.9405223230729497,87
0.9903057031070194,88
0.9679057782431413,89
0.9767398342397017,90
0.9352711050159123,91
0.9910442697722427,92
0.9905623209493873,93
0.9866824918876681,94
0.9947300078355579,95
0.8929902633250119,96
0.9652147834119524,97
0.894931348634162,98
0.9905329815771994,99
0.9834712017021559,100
0.9377177866727407,101
0.9143081877841779,102
0.9959229263378012,103
0.9404440727805152,104
0.9289695663562064,105
0.9858907417344895,106
0.597946265513567,107
0.9849432024142041,108
0.9952839195442439,109
0.9792918452198797,110
0.9815548075420325,111
0.9596257573465379,112
0.975366540926972,113
0.5224001323341457,114
0.9055990656628309,115
0.9824912310148656,116
0.9968694474105823,117
0.9174956200679114,118
0.9847680280653269,119
0.9956477702803446,120
0.994496981664231,121
0.938262735181031,122
0.9913386499238915,123
0.4538576229366618,124
0.9910303834649548,125
0.9823806285980082,126
0.9932790188052327,127
0.9892670326025831,128
0.9942028513138346,129
0.9376154160956532,130
0.9659560228435979,131
0.9240542172291613,132
0.9921068376109602,133
0.9074547678711561,134
0.8344966069136881,135
0.9917789715015782,136
0.7998879914886957,137
0.9583568853899088,138
0.9967207162793957,139
0.9802329074711839,140
0.9970268354936738,141
0.9913956791995132,142
0.9954375776489982,143
0.984227040414314,144
0.6623805420592452,145
0.9933458851076746,146
0.9958181239301277,147
0.8861376283187243,148
0.9954729311229416,149
0.948790830070726,150
0.9974586120928609,151
0.986674761758124,152
0.9916887743565873,153
0.9881406326093176,154
0.9896000770933375,155
0.9856671619748104,156
0.9368532590222953,157
0.995959554837417,158
0.8598746579899428,159
0.9848143824710378,160
0.9970931056637314,161
0.9880448664781473,162
0.9918694903101911,163
0.9525179209018596,164
0.98732000185874,165
0.9886706963343183,166
